Ag3N,9.0,337.62
AlN,3.255,40.989
BN,2.1,24.82
Be3N2,2.71,55.06
Ca3N2,2.67,148.248
CrN,5.9,66.003
GaN,6.1,83.73
Ge3N4,5.25,273.947
InN,6.81,128.83
Li3N,1.27,34.83
Mg3N2,2.712,100.9494
N2OSi2,2.81,100.183
NbN,8.47,106.91
P3N5,3.0,162.955
ScN,4.4,58.963
Si3N4,3.17,140.283
TaN,14.3,194.955
TiN,5.21,61.874
U2N3,11.3,518.078
VN,6.13,64.9482
YN,5.6,102.913
Zn3N2,6.22,224.154
